idade,renda,tipo_moradia,tempo_emprego,finalidade_emp,score_emp,valor_emp,tx_jr_emp,perc_comp_renda,hist_inad,hist_credito,inad
29,74000,FINANCIADA,0.0,REFORMA,A,9000,7.51,0.12,N,10,0
32,68000,FINANCIADA,6.0,EDUCACAO,C,1000,14.72,0.01,S,9,1
28,74000,FINANCIADA,6.0,EDUCACAO,B,18000,10.75,0.24,N,5,0
29,54000,ALUGADA,12.0,PESSOAL,B,10000,11.71,0.19,N,7,1
32,74000,PROPRIA,3.0,PESSOAL,B,5000,10.62,0.07,N,10,0
30,74000,FINANCIADA,14.0,LAZER,C,14000,13.92,0.19,S,10,0
32,60000,ALUGADA,0.0,PESSOAL,B,10000,12.42,0.17,N,9,0
32,74000,FINANCIADA,0.0,PESSOAL,A,1800,8.94,0.02,N,10,0
30,60000,ALUGADA,2.0,PESSOAL,A,10000,7.49,0.17,N,7,0
28,54000,ALUGADA,2.0,EDUCACAO,D,10000,16.49,0.19,S,7,1
35,74000,FINANCIADA,9.0,EDUCACAO,A,8200,8.0,0.11,N,5,0
28,74000,PROPRIA,12.0,LAZER,D,5450,12.67,0.07,S,6,0
34,74004,PROPRIA,6.0,LAZER,A,7200,6.62,0.1,N,7,0
35,60000,ALUGADA,7.0,PESSOAL,B,10000,11.11,0.17,N,9,0
29,74004,FINANCIADA,2.0,RENEGOCIACAO,B,10000,11.86,0.14,N,8,0
29,74004,FINANCIADA,13.0,PESSOAL,B,13000,11.26,0.18,N,6,0
28,54000,ALUGADA,11.0,RENEGOCIACAO,D,10000,16.02,0.19,S,8,1
33,60000,ALUGADA,5.0,EDUCACAO,A,10000,5.79,0.17,N,5,0
34,60000,ALUGADA,1.0,EDUCACAO,B,10000,9.62,0.17,N,9,0
28,60000,ALUGADA,4.0,EDUCACAO,A,10000,6.54,0.17,N,6,0
34,74256,FINANCIADA,1.0,REFORMA,B,11000,9.25,0.15,N,9,0
32,74346,FINANCIADA,16.0,SAUDE,A,7000,7.9,0.09,N,9,0
29,74360,PROPRIA,7.0,SAUDE,A,8725,5.99,0.12,N,7,0
29,60000,ALUGADA,5.0,SAUDE,A,10000,7.88,0.17,N,8,0
27,54000,ALUGADA,4.0,RENEGOCIACAO,D,10000,15.95,0.19,N,9,1
31,74400,FINANCIADA,11.0,LAZER,A,13000,7.88,0.17,N,10,0
27,68400,FINANCIADA,8.0,RENEGOCIACAO,C,8000,14.26,0.12,N,7,1
32,60000,ALUGADA,4.0,LAZER,A,10000,7.51,0.17,N,9,0
29,54000,ALUGADA,0.0,PESSOAL,D,10000,14.96,0.19,N,9,1
28,74600,PROPRIA,12.0,PESSOAL,C,9500,10.78,0.13,N,9,0
31,74628,FINANCIADA,12.0,RENEGOCIACAO,C,15000,12.99,0.2,N,5,0
34,74700,PROPRIA,10.0,SAUDE,B,14000,9.91,0.19,N,5,0
29,60000,ALUGADA,4.0,RENEGOCIACAO,A,10000,8.59,0.17,N,5,0
28,74778,FINANCIADA,13.0,PESSOAL,C,6000,13.98,0.08,N,9,0
34,60000,ALUGADA,14.0,REFORMA,C,10000,13.57,0.17,N,6,0
27,74800,FINANCIADA,1.0,SAUDE,B,21000,10.59,0.28,N,7,0
27,60000,ALUGADA,1.0,PESSOAL,C,10000,13.22,0.17,N,7,0
28,68900,FINANCIADA,1.0,PESSOAL,E,18000,17.39,0.26,N,7,1
28,75000,PROPRIA,11.0,EDUCACAO,B,12000,12.69,0.16,N,5,0
29,60000,ALUGADA,11.0,EDUCACAO,C,10000,11.97,0.17,N,5,0
27,60132,ALUGADA,11.0,LAZER,B,10000,10.62,0.17,N,6,0
29,75000,PROPRIA,1.0,LAZER,B,18000,12.42,0.24,N,9,0
33,60626,ALUGADA,3.0,LAZER,B,10000,10.74,0.16,N,6,0
30,75000,PROPRIA,14.0,LAZER,C,10000,14.27,0.13,S,6,0
29,61000,ALUGADA,12.0,LAZER,D,10000,16.07,0.16,N,9,0
28,75000,FINANCIADA,3.0,REFORMA,A,15000,8.9,0.2,N,9,0
27,43200,ALUGADA,9.0,SAUDE,C,4000,13.48,0.09,N,7,0
34,44000,ALUGADA,2.0,LAZER,B,4000,10.36,0.09,N,9,0
32,75000,FINANCIADA,12.0,REFORMA,B,12000,10.65,0.16,N,5,0
27,75000,FINANCIADA,0.0,PESSOAL,A,7500,8.9,0.1,N,10,0
29,75000,PROPRIA,5.0,LAZER,B,6000,12.69,0.08,N,7,0
28,75000,FINANCIADA,5.0,SAUDE,A,16800,6.03,0.22,N,8,0
35,75000,FINANCIADA,5.0,RENEGOCIACAO,C,4000,14.27,0.05,S,5,0
27,75000,FINANCIADA,6.0,PESSOAL,A,3500,6.03,0.05,N,10,0
29,39000,ALUGADA,0.0,LAZER,D,4000,15.99,0.1,S,5,1
28,75000,FINANCIADA,2.0,PESSOAL,C,15000,14.65,0.2,S,7,0
32,75000,FINANCIADA,14.0,PESSOAL,C,5600,15.96,0.07,S,9,0
31,45000,ALUGADA,0.0,EDUCACAO,C,4000,13.43,0.09,N,6,0
30,75000,FINANCIADA,3.0,LAZER,A,18750,7.9,0.25,N,6,0
31,75000,FINANCIADA,8.0,EDUCACAO,D,16500,16.77,0.22,S,8,0
30,45200,ALUGADA,0.0,SAUDE,B,4000,10.59,0.09,N,8,0
29,45204,ALUGADA,8.0,SAUDE,B,4000,11.48,0.09,N,7,0
35,75000,FINANCIADA,2.0,PESSOAL,C,20000,13.49,0.27,S,5,0
32,75000,FINANCIADA,8.0,SAUDE,A,14000,6.03,0.19,N,10,0
27,45468,ALUGADA,2.0,LAZER,C,4000,13.99,0.09,S,5,0
33,75000,FINANCIADA,6.0,SAUDE,A,6000,7.51,0.08,N,8,0
32,75000,FINANCIADA,4.0,REFORMA,B,12000,11.71,0.16,N,6,0
31,62004,ALUGADA,1.0,LAZER,C,10000,12.84,0.16,N,5,0
34,75000,FINANCIADA,3.0,SAUDE,A,3000,7.9,0.04,N,5,0
31,69000,FINANCIADA,15.0,EDUCACAO,A,4050,7.51,0.06,N,7,1
35,69000,FINANCIADA,2.0,LAZER,D,25500,17.27,0.37,N,5,1
29,63000,ALUGADA,13.0,SAUDE,A,10000,7.49,0.16,N,8,0
29,63000,ALUGADA,5.0,PESSOAL,D,10000,15.33,0.16,N,9,0
33,75000,FINANCIADA,13.0,SAUDE,B,25000,10.65,0.33,N,7,0
27,64000,ALUGADA,0.0,PESSOAL,C,10000,15.27,0.16,S,10,0
32,64000,ALUGADA,1.0,EDUCACAO,B,10000,12.69,0.16,N,10,0
29,75000,FINANCIADA,2.0,SAUDE,C,8000,12.99,0.11,N,10,0
29,75000,FINANCIADA,8.0,SAUDE,A,4200,5.42,0.06,N,9,0
30,64000,ALUGADA,4.0,RENEGOCIACAO,B,10000,11.99,0.16,N,6,0
28,64000,ALUGADA,1.0,REFORMA,C,10000,11.66,0.16,S,8,0
28,64125,ALUGADA,2.0,RENEGOCIACAO,B,10000,10.65,0.16,N,7,0
29,75000,FINANCIADA,6.0,SAUDE,A,8000,5.42,0.11,N,5,0
31,75000,FINANCIADA,6.0,LAZER,A,3000,8.49,0.04,N,5,0
29,64500,ALUGADA,5.0,SAUDE,A,10000,8.94,0.16,N,7,0
32,75000,FINANCIADA,6.0,PESSOAL,B,5000,11.49,0.07,N,8,0
28,64600,ALUGADA,3.0,PESSOAL,C,10000,13.48,0.15,S,7,0
33,75000,FINANCIADA,6.0,RENEGOCIACAO,B,10000,10.99,0.13,N,10,0
32,75000,FINANCIADA,5.0,LAZER,C,16000,13.49,0.21,N,8,0
31,64900,ALUGADA,2.0,SAUDE,A,10000,7.66,0.15,N,5,0
35,59000,ALUGADA,5.0,PESSOAL,C,10000,13.49,0.17,S,10,1
30,65000,ALUGADA,3.0,EDUCACAO,C,10000,14.27,0.15,S,7,0
33,65000,ALUGADA,4.0,SAUDE,B,10000,11.99,0.15,N,9,0
27,75000,PROPRIA,11.0,PESSOAL,D,16000,16.89,0.21,S,5,0
29,75000,FINANCIADA,9.0,PESSOAL,B,8000,11.99,0.11,N,5,0
31,75000,FINANCIADA,5.0,REFORMA,C,2500,12.99,0.03,S,5,0
30,65000,ALUGADA,3.0,PESSOAL,C,10000,12.73,0.15,S,6,0
27,58650,FINANCIADA,11.0,SAUDE,A,4000,5.42,0.06,N,6,1
28,65000,ALUGADA,12.0,LAZER,D,10000,14.96,0.15,S,6,0
28,65004,ALUGADA,12.0,PESSOAL,A,10000,7.88,0.15,N,6,0
27,66000,ALUGADA,6.0,LAZER,A,10000,7.9,0.15,N,7,0
35,75000,FINANCIADA,9.0,EDUCACAO,A,10000,7.29,0.13,N,9,0
29,66000,ALUGADA,4.0,LAZER,A,10000,7.9,0.15,N,6,0
28,66000,ALUGADA,9.0,LAZER,A,10000,7.9,0.15,N,9,0
32,66000,ALUGADA,4.0,SAUDE,B,10000,11.71,0.15,N,9,0
33,66500,ALUGADA,13.0,LAZER,B,10000,10.95,0.15,N,6,0
35,75000,FINANCIADA,1.0,RENEGOCIACAO,A,9000,5.79,0.12,N,9,0
31,75000,FINANCIADA,2.0,EDUCACAO,A,12000,7.29,0.16,N,10,0
29,75000,FINANCIADA,3.0,EDUCACAO,B,16950,10.37,0.23,N,10,0
35,67500,ALUGADA,3.0,SAUDE,B,10000,10.65,0.15,N,7,0
28,58650,FINANCIADA,5.0,SAUDE,D,20000,14.91,0.29,S,10,1
29,68000,ALUGADA,2.0,PESSOAL,C,10000,14.27,0.15,N,8,0
32,62000,ALUGADA,8.0,LAZER,D,10000,17.27,0.16,S,7,1
29,68000,ALUGADA,1.0,SAUDE,B,10000,10.65,0.15,N,5,0
34,75000,FINANCIADA,0.0,REFORMA,C,20000,13.06,0.27,N,8,0
34,75000,FINANCIADA,6.0,LAZER,A,8000,5.42,0.11,N,10,0
30,68000,ALUGADA,7.0,PESSOAL,B,10000,10.75,0.15,N,7,0
34,75000,FINANCIADA,14.0,SAUDE,B,10000,11.11,0.13,N,10,0
29,68500,ALUGADA,4.0,LAZER,B,10000,12.53,0.15,N,7,0
30,68580,ALUGADA,3.0,LAZER,A,10000,7.88,0.15,N,10,0
29,75000,FINANCIADA,11.0,SAUDE,A,10000,5.42,0.13,N,9,0
34,69204,ALUGADA,4.0,PESSOAL,B,10000,12.18,0.14,N,6,0
30,75000,FINANCIADA,0.0,REFORMA,C,15000,12.98,0.2,N,8,0
33,75000,FINANCIADA,6.0,PESSOAL,A,12000,5.42,0.16,N,10,0
27,70000,ALUGADA,11.0,SAUDE,B,10000,10.65,0.14,N,10,0
28,69000,FINANCIADA,9.0,EDUCACAO,A,15000,6.54,0.22,N,5,1
33,75000,PROPRIA,5.0,REFORMA,A,17000,6.54,0.23,N,5,0
35,70000,ALUGADA,1.0,REFORMA,C,10000,13.98,0.14,N,7,0
27,75000,FINANCIADA,6.0,SAUDE,A,10000,5.79,0.13,N,7,0
32,75000,FINANCIADA,16.0,EDUCACAO,C,5000,12.61,0.07,S,10,0
35,70000,ALUGADA,4.0,LAZER,E,10000,16.45,0.14,S,10,0
28,70000,ALUGADA,2.0,SAUDE,C,10000,13.48,0.14,S,9,0
28,75000,FINANCIADA,12.0,REFORMA,A,16000,6.17,0.21,N,6,0
27,70000,ALUGADA,2.0,EDUCACAO,B,10000,10.99,0.14,N,6,0
35,70360,ALUGADA,8.0,EDUCACAO,A,10000,6.62,0.14,N,5,0
30,75000,PROPRIA,0.0,EDUCACAO,A,10000,7.88,0.13,N,5,0
30,75000,FINANCIADA,12.0,PESSOAL,A,8000,7.14,0.11,N,9,0
32,75000,FINANCIADA,3.0,LAZER,B,10000,10.38,0.13,N,10,0
29,75000,FINANCIADA,3.0,PESSOAL,B,4000,10.75,0.05,N,9,0
27,71020,ALUGADA,1.0,SAUDE,C,10000,12.53,0.14,N,6,0
33,75000,FINANCIADA,2.0,SAUDE,A,10000,7.88,0.13,N,9,0
30,75000,FINANCIADA,11.0,SAUDE,A,15000,7.88,0.2,N,9,0
29,58650,FINANCIADA,5.0,SAUDE,E,3000,17.19,0.04,N,6,1
29,71500,ALUGADA,2.0,SAUDE,C,10000,13.57,0.14,N,6,0
29,75000,PROPRIA,3.0,REFORMA,A,12000,7.51,0.16,N,5,0
31,75000,FINANCIADA,3.0,EDUCACAO,B,12000,10.38,0.16,N,10,0
30,75000,FINANCIADA,2.0,REFORMA,C,21000,14.35,0.28,S,5,0
30,66000,ALUGADA,5.0,EDUCACAO,D,10000,14.83,0.15,S,9,1
30,72000,ALUGADA,1.0,RENEGOCIACAO,B,10000,9.99,0.14,N,7,0
34,72000,ALUGADA,2.0,REFORMA,A,10000,7.51,0.14,N,7,0
27,75000,FINANCIADA,3.0,LAZER,B,4000,11.49,0.05,N,7,0
34,75000,FINANCIADA,6.0,RENEGOCIACAO,A,6000,7.51,0.08,N,7,0
28,66000,ALUGADA,12.0,RENEGOCIACAO,D,10000,15.7,0.15,N,5,1
27,75000,PROPRIA,3.0,REFORMA,C,25000,13.85,0.33,N,10,0
29,75000,FINANCIADA,11.0,REFORMA,B,4200,10.99,0.06,N,6,0
28,69000,FINANCIADA,5.0,RENEGOCIACAO,F,25000,19.41,0.36,S,5,1
34,73000,ALUGADA,0.0,PESSOAL,B,10000,11.11,0.14,N,10,0
32,73000,ALUGADA,4.0,RENEGOCIACAO,A,10000,8.59,0.14,N,8,0
32,75000,FINANCIADA,10.0,LAZER,E,20000,16.45,0.27,S,8,0
28,75000,FINANCIADA,9.0,RENEGOCIACAO,B,9600,10.62,0.13,N,7,0
28,74000,ALUGADA,12.0,REFORMA,B,10000,11.71,0.14,N,8,0
33,74520,ALUGADA,4.0,REFORMA,D,10000,16.89,0.13,N,10,0
27,75000,FINANCIADA,4.0,PESSOAL,B,20150,11.36,0.27,N,6,0
28,75000,ALUGADA,6.0,LAZER,A,10000,7.9,0.13,N,5,0
35,75000,PROPRIA,2.0,SAUDE,B,25000,10.99,0.33,N,7,0
27,75000,FINANCIADA,5.0,REFORMA,E,8500,17.19,0.11,N,5,0
29,75000,FINANCIADA,4.0,RENEGOCIACAO,C,14400,13.92,0.19,N,9,0
32,75000,FINANCIADA,10.0,PESSOAL,C,22000,13.92,0.29,N,10,0
32,75000,ALUGADA,3.0,REFORMA,A,10000,7.29,0.13,N,10,0
32,75000,FINANCIADA,2.0,EDUCACAO,D,2000,15.65,0.03,S,10,0
30,75000,ALUGADA,2.0,REFORMA,A,10000,7.29,0.13,N,9,0
27,75000,ALUGADA,9.0,EDUCACAO,B,10000,9.63,0.13,N,9,0
34,75000,ALUGADA,2.0,PESSOAL,B,10000,10.0,0.13,N,8,0
34,58650,FINANCIADA,7.0,SAUDE,G,12000,20.17,0.17,S,10,1
32,75000,FINANCIADA,5.0,PESSOAL,C,15000,13.57,0.2,N,6,0
31,75000,FINANCIADA,8.0,LAZER,B,15600,11.83,0.21,N,5,0
30,75000,FINANCIADA,4.0,LAZER,B,15000,11.48,0.2,N,7,0
28,75000,FINANCIADA,2.0,SAUDE,B,20000,12.18,0.27,N,5,0
28,75000,FINANCIADA,3.0,REFORMA,B,6000,11.48,0.08,N,8,0
27,75000,FINANCIADA,1.0,PESSOAL,C,18000,13.57,0.24,S,9,0
31,75000,ALUGADA,1.0,SAUDE,C,10000,13.47,0.13,S,6,0
29,75000,FINANCIADA,9.0,RENEGOCIACAO,B,10000,11.48,0.13,N,10,0
28,77250,ALUGADA,1.0,PESSOAL,B,10000,9.2,0.13,N,7,0
31,60775,ALUGADA,4.0,SAUDE,D,10000,16.49,0.14,S,6,1
31,75000,FINANCIADA,3.0,LAZER,F,8000,18.21,0.11,S,7,0
29,75000,FINANCIADA,1.0,SAUDE,A,12000,9.63,0.16,N,6,0
32,75000,FINANCIADA,0.0,EDUCACAO,B,10000,11.89,0.13,N,5,0
31,78504,ALUGADA,2.0,EDUCACAO,C,10000,11.41,0.13,S,8,0
35,79000,ALUGADA,7.0,SAUDE,A,10000,7.51,0.13,N,8,0
33,75000,FINANCIADA,13.0,LAZER,D,4000,14.11,0.05,N,7,0
28,75000,FINANCIADA,5.0,LAZER,B,10000,12.21,0.13,N,5,0
28,79200,ALUGADA,6.0,SAUDE,A,10000,7.66,0.13,N,10,0
29,80000,ALUGADA,3.0,EDUCACAO,D,10000,17.27,0.13,N,8,0
34,80000,ALUGADA,6.0,RENEGOCIACAO,B,10000,9.91,0.13,N,7,0
28,75000,OUTROS,4.0,LAZER,D,7200,15.05,0.1,S,6,0
31,75000,FINANCIADA,0.0,EDUCACAO,D,20000,14.74,0.27,N,10,0
27,75000,PROPRIA,11.0,REFORMA,C,6000,13.47,0.08,N,7,0
27,75000,FINANCIADA,0.0,EDUCACAO,A,4200,9.32,0.06,N,8,0
27,75000,FINANCIADA,2.0,LAZER,B,8000,10.95,0.11,N,7,0
33,75000,FINANCIADA,3.0,REFORMA,B,15000,12.21,0.2,N,10,0
34,75000,FINANCIADA,7.0,RENEGOCIACAO,A,6500,9.38,0.09,N,7,0
31,80000,ALUGADA,3.0,LAZER,A,10000,7.66,0.13,N,7,0
27,75000,FINANCIADA,1.0,REFORMA,B,3900,10.51,0.05,N,8,0
27,58650,FINANCIADA,5.0,SAUDE,E,7500,15.07,0.11,S,9,1
28,75000,FINANCIADA,12.0,LAZER,C,15250,11.34,0.2,N,5,0
33,75000,PROPRIA,17.0,PESSOAL,A,6000,7.68,0.08,N,7,0
29,75000,FINANCIADA,0.0,PESSOAL,B,3000,9.45,0.04,N,10,0
30,69000,FINANCIADA,0.0,RENEGOCIACAO,B,14000,10.14,0.2,N,10,1
31,80000,ALUGADA,0.0,REFORMA,A,10000,8.59,0.13,N,6,0
27,75000,FINANCIADA,11.0,EDUCACAO,E,21000,15.2,0.28,N,8,0
27,75000,PROPRIA,0.0,REFORMA,A,7500,8.38,0.1,N,6,0
29,69000,FINANCIADA,2.0,REFORMA,D,25000,12.8,0.36,S,5,1
27,80004,ALUGADA,11.0,PESSOAL,D,10000,15.2,0.12,N,7,0
35,75000,FINANCIADA,5.0,PESSOAL,B,5000,8.7,0.07,N,9,0
35,80004,ALUGADA,5.0,EDUCACAO,A,10000,7.51,0.12,N,10,0
30,81004,ALUGADA,3.0,LAZER,A,10000,6.91,0.12,N,9,0
27,75288,FINANCIADA,12.0,SAUDE,B,18050,10.0,0.24,N,10,0
32,75333,FINANCIADA,1.0,EDUCACAO,B,15000,11.58,0.2,N,5,0
27,75400,FINANCIADA,3.0,SAUDE,A,6000,7.74,0.08,N,9,0
27,75500,FINANCIADA,8.0,EDUCACAO,A,9000,7.9,0.12,N,5,0
28,75500,FINANCIADA,12.0,EDUCACAO,D,3500,14.91,0.05,N,9,0
35,75573,FINANCIADA,9.0,REFORMA,B,22000,9.88,0.29,N,8,0
29,83000,ALUGADA,13.0,EDUCACAO,B,10000,11.99,0.12,N,6,0
27,75600,FINANCIADA,4.0,PESSOAL,C,25000,13.61,0.33,N,6,0
28,83004,ALUGADA,3.0,RENEGOCIACAO,B,10000,11.86,0.12,N,10,0
28,65984,ALUGADA,12.0,SAUDE,D,10000,15.33,0.13,N,5,1
27,75670,FINANCIADA,0.0,SAUDE,A,10000,8.94,0.13,N,10,0
30,75689,FINANCIADA,13.0,REFORMA,C,10000,13.48,0.13,N,8,0
33,75693,FINANCIADA,5.0,EDUCACAO,B,22000,10.25,0.29,N,10,0
27,77976,ALUGADA,2.0,LAZER,C,10000,13.85,0.13,S,5,1
29,59354,FINANCIADA,5.0,SAUDE,D,9600,13.67,0.14,S,10,1
27,75852,FINANCIADA,0.0,RENEGOCIACAO,A,4000,9.32,0.05,N,9,0
33,78000,ALUGADA,7.0,REFORMA,C,10000,13.06,0.13,S,9,1
30,59497,FINANCIADA,4.0,SAUDE,D,17000,16.89,0.24,N,8,1
29,75996,PROPRIA,3.0,LAZER,B,8000,10.74,0.11,N,10,0
32,84456,ALUGADA,5.0,RENEGOCIACAO,B,10000,9.88,0.12,N,10,0
33,84996,ALUGADA,17.0,EDUCACAO,A,10000,8.0,0.12,N,10,0
27,84996,ALUGADA,12.0,PESSOAL,B,10000,10.51,0.12,N,7,0
29,76000,PROPRIA,13.0,SAUDE,D,28000,16.77,0.37,N,10,0
30,85000,ALUGADA,4.0,REFORMA,A,10000,6.62,0.12,N,9,0
27,76000,FINANCIADA,7.0,EDUCACAO,B,6400,10.65,0.08,N,7,0
28,70000,FINANCIADA,12.0,RENEGOCIACAO,A,9000,5.42,0.13,N,7,1
34,85000,ALUGADA,3.0,REFORMA,C,10000,12.87,0.12,N,7,0
30,85000,ALUGADA,0.0,RENEGOCIACAO,C,10000,13.16,0.12,S,10,0
35,76000,FINANCIADA,6.0,PESSOAL,A,10000,5.42,0.13,N,10,0
30,76000,FINANCIADA,5.0,REFORMA,A,6250,7.88,0.08,N,10,0
27,85248,ALUGADA,0.0,SAUDE,B,10000,9.99,0.12,N,9,0
27,76000,FINANCIADA,2.0,RENEGOCIACAO,B,10000,10.99,0.13,N,9,0
29,88000,ALUGADA,7.0,REFORMA,A,10000,7.51,0.11,N,5,0
27,88000,ALUGADA,4.0,LAZER,A,10000,7.51,0.11,N,7,0
31,89000,ALUGADA,1.0,LAZER,B,10000,10.99,0.11,N,9,0
27,89904,ALUGADA,1.0,EDUCACAO,B,10000,10.0,0.11,N,5,0
34,70000,FINANCIADA,7.0,RENEGOCIACAO,B,17000,11.14,0.24,N,8,1
31,78000,ALUGADA,15.0,EDUCACAO,C,10000,14.27,0.13,N,10,1
27,90000,ALUGADA,7.0,LAZER,C,10000,14.27,0.11,S,8,0
30,76080,FINANCIADA,8.0,REFORMA,B,12000,11.14,0.16,N,5,0
29,76176,FINANCIADA,12.0,SAUDE,A,4800,6.99,0.06,N,7,0
30,76200,FINANCIADA,3.0,REFORMA,A,3200,8.49,0.04,N,7,0
29,76200,FINANCIADA,13.0,EDUCACAO,A,20000,6.91,0.26,N,7,0
33,76248,FINANCIADA,17.0,SAUDE,A,10400,7.66,0.14,N,5,0
27,90000,ALUGADA,4.0,REFORMA,A,10000,7.49,0.11,N,10,0
30,90000,ALUGADA,14.0,PESSOAL,D,10000,15.62,0.11,S,6,0
30,76404,FINANCIADA,14.0,SAUDE,A,12000,6.54,0.16,N,5,0
27,90000,ALUGADA,3.0,RENEGOCIACAO,A,10000,7.66,0.11,N,7,0
28,76500,FINANCIADA,12.0,SAUDE,B,10000,12.42,0.13,N,7,0
29,76500,FINANCIADA,13.0,EDUCACAO,A,13475,8.94,0.18,N,9,0
32,90000,ALUGADA,2.0,RENEGOCIACAO,B,10000,11.12,0.11,N,8,0
29,76596,FINANCIADA,14.0,REFORMA,C,17600,13.16,0.23,N,7,0
30,90000,ALUGADA,4.0,EDUCACAO,E,10000,14.18,0.11,S,10,0
27,76788,FINANCIADA,0.0,RENEGOCIACAO,B,17000,12.42,0.22,N,10,0
27,60174,FINANCIADA,11.0,SAUDE,B,3025,10.99,0.04,N,10,1
27,76800,FINANCIADA,3.0,EDUCACAO,B,5000,11.49,0.07,N,7,0
27,70800,FINANCIADA,0.0,EDUCACAO,G,20000,21.21,0.28,S,8,1
28,76992,FINANCIADA,8.0,EDUCACAO,B,1800,12.18,0.02,N,8,0
31,77000,FINANCIADA,4.0,LAZER,C,10000,14.65,0.13,N,5,0
32,77000,FINANCIADA,9.0,EDUCACAO,D,10000,16.77,0.13,S,8,0
30,80004,ALUGADA,2.0,RENEGOCIACAO,B,10000,12.21,0.12,N,6,1
31,77000,FINANCIADA,15.0,REFORMA,B,6000,12.69,0.08,N,8,0
27,77000,FINANCIADA,12.0,EDUCACAO,A,4900,6.03,0.06,N,7,0
28,77000,FINANCIADA,4.0,RENEGOCIACAO,B,2600,11.71,0.03,N,5,0
29,93000,ALUGADA,1.0,REFORMA,B,10000,11.14,0.11,N,8,0
33,77000,FINANCIADA,9.0,PESSOAL,A,12000,7.29,0.16,N,10,0
27,77000,FINANCIADA,11.0,LAZER,B,18500,11.11,0.24,N,10,0
34,95000,ALUGADA,7.0,SAUDE,B,10000,9.99,0.11,N,6,0
30,77000,FINANCIADA,4.0,RENEGOCIACAO,A,8000,7.14,0.1,N,7,0
35,60350,FINANCIADA,15.0,SAUDE,E,25000,16.82,0.35,N,5,1
29,95000,ALUGADA,1.0,PESSOAL,B,10000,10.38,0.11,N,5,0
29,77000,FINANCIADA,3.0,PESSOAL,A,5000,7.14,0.06,N,7,0
30,77000,FINANCIADA,5.0,RENEGOCIACAO,A,1500,6.39,0.02,N,7,0
30,77000,FINANCIADA,2.0,PESSOAL,B,25000,12.18,0.32,N,10,0
27,71000,PROPRIA,0.0,LAZER,E,5000,17.39,0.07,N,9,1
28,77000,FINANCIADA,5.0,PESSOAL,B,15000,12.21,0.19,N,5,0
27,146000,ALUGADA,3.0,LAZER,C,10175,12.99,0.07,N,6,1
35,77040,FINANCIADA,8.0,REFORMA,A,5900,5.99,0.08,N,7,0
29,44000,ALUGADA,0.0,EDUCACAO,B,10200,10.2,0.23,N,8,0
27,77065,FINANCIADA,11.0,PESSOAL,A,23700,6.17,0.31,N,10,0
27,48000,ALUGADA,5.0,SAUDE,B,10200,10.38,0.21,N,10,0
28,54400,ALUGADA,0.0,SAUDE,D,10200,16.89,0.16,N,5,1
29,77248,FINANCIADA,13.0,REFORMA,C,21600,13.85,0.28,S,7,0
28,90000,ALUGADA,1.0,PESSOAL,A,10200,8.9,0.11,N,8,0
35,77268,FINANCIADA,11.0,EDUCACAO,C,7500,11.03,0.1,N,7,0
30,77270,FINANCIADA,9.0,REFORMA,A,3000,7.74,0.04,N,5,0
29,77367,PROPRIA,12.0,EDUCACAO,A,1000,7.37,0.01,N,9,0
31,21000,ALUGADA,15.0,SAUDE,A,11000,8.59,0.52,N,6,1
29,71400,FINANCIADA,14.0,PESSOAL,C,10000,14.27,0.14,N,8,1
28,77500,PROPRIA,3.0,EDUCACAO,A,8000,8.49,0.1,N,7,0
30,77500,FINANCIADA,2.0,RENEGOCIACAO,A,9000,7.88,0.12,N,7,0
27,30000,ALUGADA,8.0,RENEGOCIACAO,B,11000,9.91,0.37,N,10,1
28,77544,FINANCIADA,2.0,PESSOAL,E,15000,16.63,0.19,S,5,0
28,71652,FINANCIADA,11.0,PESSOAL,G,25000,20.03,0.35,N,9,1
33,32400,ALUGADA,8.0,EDUCACAO,A,11000,6.99,0.34,N,10,1
31,77940,FINANCIADA,3.0,RENEGOCIACAO,B,16250,10.99,0.21,N,10,0
29,78000,FINANCIADA,2.0,PESSOAL,A,18000,6.62,0.23,N,5,0
33,78000,FINANCIADA,17.0,SAUDE,C,3200,13.49,0.04,N,6,0
29,35000,ALUGADA,4.0,SAUDE,A,11000,8.59,0.31,N,10,1
33,78000,FINANCIADA,6.0,SAUDE,C,20000,15.96,0.26,N,10,0
28,78000,FINANCIADA,0.0,REFORMA,A,19700,7.9,0.25,N,9,0
28,78000,FINANCIADA,7.0,REFORMA,B,10000,9.91,0.13,N,5,0
27,120000,ALUGADA,2.0,RENEGOCIACAO,B,11050,12.69,0.09,N,7,0
31,72000,FINANCIADA,4.0,EDUCACAO,C,9000,15.96,0.13,S,5,1
30,78000,FINANCIADA,1.0,LAZER,C,26000,15.96,0.33,S,5,0
28,78000,FINANCIADA,12.0,SAUDE,B,12000,10.99,0.15,N,10,0
27,61200,FINANCIADA,3.0,SAUDE,A,13000,8.49,0.18,N,10,1
28,78000,FINANCIADA,1.0,REFORMA,C,5000,12.99,0.06,S,7,0
32,78000,FINANCIADA,3.0,RENEGOCIACAO,A,8000,6.99,0.1,N,10,0
29,72000,FINANCIADA,12.0,RENEGOCIACAO,D,12000,15.62,0.17,S,9,1
35,78000,FINANCIADA,9.0,REFORMA,B,9450,10.99,0.12,N,8,0
32,50000,ALUGADA,3.0,REFORMA,B,11100,10.59,0.22,N,10,0
